[BC]	[Info]	WSBZ	106.3 FM	Miramar Beach, FL		Smooth Jazz
[BC]	[Info]	WSCF	91.9 FM	Vero Beach, FL		Christian Contemporary
[Info]	WSCQ (LPFM)	96.3 LPFM	Sun City Center, FL		Classic Hits
[Info]	WSDO	1400 AM	Sanford, FL		Spanish
[BC]	[Info]	WSDV	1450 AM	Sarasota, FL		Nostalgia
[BC]	[Info]	WSEB	91.3 FM	Englewood, FL		Religious
[Info]	WSEU (LPFM)	93.7 LPFM	Lakeland, FL	Southeastern University	Christian Contemporary
[BC]	[Info]	WSFS	104.3 FM	Miramar, FL		Alternative
[Info]	WSGL	104.7 FM	Naples, FL		Hot AC
[Info]	WSIR	1490 AM	Winter Haven, FL		Gospel Music
[BC]	[Info]	WSJZ	95.9 FM	Sebastian, FL		Rock
[Info]	WSKR (LPFM)	95.5 LPFM	Jacksonville, FL		Variety
[BC]	[Info]	WSKY	97.3 FM	Micanopy, FL		Talk
[BC]	[Info]	WSLR (LPFM)	96.5 LPFM	Sarasota, FL		Variety
[BC]	[Info]	WSMR	89.1 FM	Sarasota, FL	University of South Florida - Tampa	Classical
[BC]	[Info]	WSOR	90.9 FM	Naples, FL		Religious
[Info]	WSOS	1170 AM	Saint Augustine Beach, FL		Classic Hits
[BC]	[Info]	WSOS	94.1 FM	Fruit Cove, FL		Christian Contemporary
[BC]	[Info]	WSRF	1580 AM	Fort Lauderdale, FL		Carribean
[BC]	[Info]	WSRQ	1220 AM	Sarasota, FL		Talk
[BC]	[Info]	WSRZ	107.9 FM	Coral Cove, FL		Classic Hits
[Info]	WSSJ (LPFM)	92.3 LPFM	White Springs, FL		Variety
[Info]	WSTU	1450 AM	Stuart, FL		News/Talk
[Info]	WSUA	1260 AM	Miami, FL		Spanish
[BC]	[Info]	WSUN	97.1 FM	Holiday, FL		Alternative
[BC]	[Info]	WSVB (LPFM)	95.1 LPFM	Chiefland, FL		Religious
[BC]	[Info]	WSVU	960 AM	North Palm Beach, FL		Adult Contemporary
[BC]	[Info]	WSWN	900 AM	Belle Glade, FL		Talk
[Info]	WTAL	1450 AM	Tallahassee, FL		Religious
[Info]	WTAN	1340 AM	Clearwater, FL		Talk
[Info]	WTBH	91.5 FM	Chiefland, FL		Religious
[BC]	[Info]	WTBN	570 AM	Pinellas Park,, FL		Religious
[BC]	[Info]	WTGF	90.5 FM	Milton, FL		Religious
[Info]	WTIR	91.9 FM	Brighton Reservation, FL		Ethnic
[Info]	WTIS	1110 AM	Tampa, FL		Religious
[Info]	WTIS (CP)	1100 AM	Tampa, FL		Religious
[Info]	WTJT	90.1 FM	Baker, FL		Religious
[BC]	[Info]	WTJV	1490 AM	Deland, FL		Nostalgia
[BC]	[Info]	WTKE	1490 AM	Milton, FL		Sports
[BC]	[Info]	WTKE	100.3 FM	Niceville, FL		Sports
[BC]	[Info]	WTKP	93.5 FM	Port Saint Joe, FL		Sports
[BC]	[Info]	WTKS	104.1 FM	Cocoa Beach, FL		Talk
[BC]	[Info]	WTKX	101.5 FM	Pensacola, FL		Rock
[BC]	[Info]	WTLG	88.3 FM	Starke, FL		Religious
[BC]	[Info]	WTLN	950 AM	Orlando, FL		Religious
[BC]	[Info]	WTLQ	97.7 FM	Punta Rassa, FL		Spanish
[BC]	[Info]	WTLY	1270 AM	Tallahassee, FL		Adult Contemporary
[BC]	[Info]	WTMG	101.3 FM	Williston, FL		Hip Hop
[Info]	WTMN	1430 AM	Gainesville, FL		Religious
[Info]	WTMP	1150 AM	Egypt Lake, FL		Urban Contemporary
[BC]	[Info]	WTMP	96.1 FM	Dade City, FL		Regional Mexican
[BC]	[Info]	WTMY	1280 AM	Sarasota, FL		Nostalgia
[BC]	[Info]	WTNT	94.9 FM	Tallahassee, FL		Country
[Info]	WTOT	980 AM	Marianna, FL		Urban Contemporary
[Info]	WTOT	101.7 FM	Graceville, FL		Oldies
[Info]	WTRJ	91.7 FM	Orange Park, FL		Religious
[BC]	[Info]	WTRS	102.3 FM	Dunnellon, FL		Country
[BC]	[Info]	WTSM	97.9 FM	Woodville, FL		Sports
[Info]	WTTB	1490 AM	Vero Beach, FL		Talk
[BC]	[Info]	WTWB	1570 AM	Auburndale, FL		Regional Mexican
[BC]	[Info]	WTWD	910 AM	Plant City, FL		Religious
[Info]	WTYG	91.5 FM	Sparr, FL		Religious
[Info]	WTYS	1340 AM	Marianna, FL		Country
[Info]	WTYS	94.1 FM	Marianna, FL		Gospel Music
[Info]	WTYX (LPFM)	97.1 LPFM	Titusville, FL		Unknown Format
[BC]	[Info]	WTZB	105.9 FM	Englewood, FL		Alternative
[Info]	WUAF (LPFM)	107.9 LPFM	Lake City, FL		Religious
[Info]	WUBA	88.1 FM	High Springs, FL		Variety
[BC]	[Info]	WUCF	89.9 FM	Orlando, FL	University of Central Florida	Jazz
[Info]	WUCR (LPFM)	107.9 LPFM	Lake Butler, FL		Variety
[Info]	WUDN (LPFM)	101.1 LPFM	Sarasota, FL		Unknown Format
[Info]	WUFR (LPFM)	102.7 LPFM	Umatilla, FL		Variety
[BC]	[Info]	WUFT	89.1 FM	Gainesville, FL	University of Florida	Public Radio
[BC]	[Info]	WUJC	91.1 FM	Saint Marks, FL		Religious
[BC]	[Info]	WULB (LPFM)	96.3 LPFM	Long Boat Key, FL		Oldies
[Info]	WUNA	1480 AM	Ocoee, FL		Ethnic
[Info]	WUOH (LPFM)	100.7 LPFM	Orlando, FL		Dance
[BC]	[Info]	WURN	1020 AM	Kendall, FL		Spanish
[Info]	WURN	107.1 FM	Key Largo, FL		Spanish
[BC]	[Info]	WUSF	89.7 FM	Tampa, FL	University of South Florida	Public Radio
[BC]	[Info]	WUUB	106.3 FM	Jupiter, FL		Sports
[BC]	[Info]	WUWF	88.1 FM	Pensacola, FL	University of West Florida	Public Radio
[Info]	WVDV (LPFM)	104.9 LPFM	Sebring, FL		Spanish
[Info]	WVFP (LPFM)	94.7 LPFM	Gainesville, FL		Religious
[BC]	[Info]	WVFS	89.7 FM	Tallahassee, FL	Florida State University	College
[BC]	[Info]	WVFT	93.3 FM	Gretna, FL		News/Talk
[Info]	WVGK (LPFM)	94.5 LPFM	Miami, FL		Spanish Christian
[Info]	WVGT (LPFM)	99.5 LPFM	Mount Dora, FL		Oldies
[BC]	[Info]	WVIJ	91.7 FM	Port Charlotte, FL		Christian Contemporary
[Info]	WVLG	640 AM	Wildwood, FL		Adult Hits
[Info]	WVLQ	101.9 FM	Port Saint Joe, FL		Religious
[Info]	WVOI	1480 AM	Marco Island, FL		Adult Contemporary
[BC]	[Info]	WVOJ	1570 AM	Fernandina Beach, FL		Spanish
[Info]	WVRO (LPFM)	105.3 LPFM	Vero Beach, FL		Christian Contemporary
[BC]	[Info]	WVTJ	610 AM	Pensacola, FL		Religious
[BC]	[Info]	WVUM	90.5 FM	Coral Gables, FL	University of Miami	College
[BC]	[Info]	WVVD (LPFM)	96.5 LPFM	East Tampa, FL		Spanish
[BC]	[Info]	WVVD (LPFM) (CP)	99.1 LPFM	Seffner, FL		Spanish
[BC]	[Info]	WVVE	100.1 FM	Panama City Beach, FL		Rhythmic Oldies
[BC]	[Info]	WVYB	103.3 FM	Holly Hill, FL		Top-40
[Info]	WWAB	1330 AM	Lakeland, FL		Urban Contemporary
[BC]	[Info]	WWAV	102.1 FM	Santa Rosa Beach, FL		Adult Hits
[BC]	[Info]	WWBA	820 AM	Largo, FL		News/Talk
[Info]	WWBC	1510 AM	Cocoa, FL		Religious
[Info]	WWBF	1130 AM	Bartow, FL		Classic Hits
[Info]	WWCL	1440 AM	Lehigh Acres, FL		Spanish
[BC]	[Info]	WWCN	99.3 FM	Fort Myers Beach, FL		Sports
[Info]	WWDH (LPFM)	93.3 LPFM	Fort Myers, FL		Religious
[Info]	WWEO (LPFM)	103.9 LPFM	De Funiak Springs, FL		Religious
[BC]	[Info]	WWFE	670 AM	Miami, FL		Spanish
[BC]	[Info]	WWFH (LPFM)	102.1 LPFM	Land O' Lakes, FL		Variety
[Info]	WWFL	1340 AM	Clermont, FL		Regional Mexican
[BC]	[Info]	WWFR	91.7 FM	Stuart, FL		Religious
[Info]	WWGR	101.9 FM	Fort Myers, FL		Country
[BC]	[Info]	WWJB	1450 AM	Brooksville, FL		News/Talk
[Info]	WWJJ	91.7 FM	Jasper, FL		Variety
[BC]	[Info]	WWJK	107.3 FM	Green Cove Springs, FL		Adult Hits
[BC]	[Info]	WWKA	92.3 FM	Orlando, FL		Country
[BC]	[Info]	WWLC	88.5 FM	Cross City, FL		Christian Contemporary
[Info]	WWLL	105.7 FM	Sebring, FL		Adult Contemporary
[Info]	WWMA (LPFM)	107.9 LPFM	Avon Park, FL		Religious
[BC]	[Info]	WWMI	1380 AM	Saint Petersburg, FL		Business News
[BC]	[Info]	WWNN	1470 AM	Pompano Beach, FL		Talk
[BC]	[Info]	WWOF	103.1 FM	Tallahassee, FL		Country
[Info]	WWOJ	99.1 FM	Avon Park, FL		Country
[BC]	[Info]	WWPR	1490 AM	Bradenton, FL		Talk
[BC]	[Info]	WWRF	1380 AM	Lake Worth, FL		Spanish
[BC]	[Info]	WWRM	94.9 FM	Tampa, FL		Adult Contemporary
[Info]	WWRT (LPFM)	93.9 LPFM	Orlando, FL		Tropical
[BC]	[Info]	WWRZ	98.3 FM	Fort Meade, FL		Adult Hits
[Info]	WWTK	730 AM	Lake Placid, FL		Talk
[BC]	[Info]	WWUS	104.1 FM	Big Pine Key, FL		Classic Hits
[Info]	WWWK	105.5 FM	Islamorada, FL		Spanish
[BC]	[Info]	WXBM	102.7 FM	Milton, FL		Country
[BC]	[Info]	WXCV	95.3 FM	Homosassa Springs, FL		Hot AC
[BC]	[Info]	WXDJ	106.7 FM	Fort Lauderdale, FL		Spanish
[Info]	WXEI (LPFM)	95.3 LPFM	Crestview, FL		Talk
[BC]	[Info]	WXGL	107.3 FM	Saint Petersburg, FL		Classic Hits
[Info]	WXHT	102.7 FM	Madison, FL		Hip Hop
[Info]	WXIO (LPFM)	102.7 LPFM	Ridge Manor, FL		Christian Contemporary
[BC]	[Info]	WXJB	99.9 FM	Homosassa, FL		News/Talk
[Info]	WXJZ	100.9 FM	Gainesville, FL		Adult Contemporary
[BC]	[Info]	WXKB	103.9 FM	Cape Coral, FL		Top-40
[Info]	WXKW	104.9 FM	Key West, FL		Alternative
[Info]	WXNX	93.7 FM	Sanibel, FL		Rock
[BC]	[Info]	WXOF	96.7 FM	Yankeetown, FL		Classic Hits
[BC]	[Info]	WXRA	99.3 FM	Inglis, FL		Christian Contemporary
[BC]	[Info]	WXSR	101.5 FM	Quincy, FL		Rock
[BC]	[Info]	WXTB	97.9 FM	Clearwater, FL		Rock
[BC]	[Info]	WXXJ	102.9 FM	Jacksonville, FL		Alternative
[BC]	[Info]	WXXL	106.7 FM	Tavares, FL		Top-40
[Info]	WXYB	1520 AM	Indian Rocks Beach, FL		Ethnic
[Info]	WYBP	90.3 FM	Fort Lauderdale, FL		Religious
[Info]	WYBT	1000 AM	Blountstown, FL		Oldies
[BC]	[Info]	WYBW	88.7 FM	Key Colony Beach_, FL		Religious
[BC]	[Info]	WYBX	88.3 FM	Key West, FL		Religious
[BC]	[Info]	WYCT	98.7 FM	Pensacola, FL		Country
[BC]	[Info]	WYFB	90.5 FM	Gainesville, FL		Religious
[BC]	[Info]	WYFE	88.9 FM	Tarpon Springs, FL		Religious
[BC]	[Info]	WYFO	91.9 FM	Lakeland, FL		Religious
[BC]	[Info]	WYFZ	91.3 FM	Belleview, FL		Religious
[Info]	WYGC	104.9 FM	High Springs, FL		Classic Hits
[BC]	[Info]	WYGM	740 AM	Orlando, FL		Sports
[BC]	[Info]	WYJC	90.3 FM	Greenville, FL		Christian Contemporary
[Info]	WYKE	104.3 FM	Inglis, FL		Sports
[Info]	WYKS	105.3 FM	Gainesville, FL		Top-40
[Info]	WYMM	1530 AM	Jacksonville, FL		Ethnic
[BC]	[Info]	WYND	1310 AM	Deland, FL		Religious
[BC]	[Info]	WYOO	101.1 FM	Springfield, FL		Talk
[Info]	WYPW (LPFM)	99.9 LPFM	Brandon, FL		Variety
[Info]	WYUN (LPFM)	104.7 LPFM	Coconut Creek, FL		Religious
[BC]	[Info]	WYUU	92.5 FM	Safety Harbor, FL		Spanish
[Info]	WYXZ (LPFM)	96.5 LPFM	Tampa, FL		Religious
[BC]	[Info]	WYYX	97.7 FM	Bonifay, FL		Rock
[BC]	[Info]	WYZB	105.5 FM	Mary Esther, FL		Country
[BC]	[Info]	WZAB	880 AM	Sweetwater, FL		Business News
[Info]	WZAZ	1400 AM	Jacksonville, FL		Gospel Music
[Info]	WZCC	1240 AM	Cross City, FL		Classic Hits
[BC]	[Info]	WZEP	1460 AM	Defuniak Springs, FL		Oldies
[Info]	WZEU (LPFM)	102.9 LPFM	Weeki Wachee, FL		Classic Hits
[BC]	[Info]	WZFR	104.5 FM	Eastpoint, FL		Religious
[Info]	WZHR	1400 AM	Zephyrhills, FL		Talk
[BC]	[Info]	WZIG (LPFM)	104.1 LPFM	Palm Harbor, FL		Variety
[BC]	[Info]	WZJZ	100.1 FM	Port Charlotte, FL		Top-40
[BC]	[Info]	WZLB	103.1 FM	Valparaiso, FL		Rock
[BC]	[Info]	WZNS	96.5 FM	Fort Walton Beach, FL		Top-40
[BC]	[Info]	WZNZ	1600 AM	Atlantic Beach, FL		Oldies
[BC]	[Info]	WZPH (LPFM)	96.7 LPFM	Dade City, FL		Oldies
[Info]	WZPP (LPFM)	103.9 LPFM	Hollywood, FL		Variety
[Info]	WZQR (LPFM)	100.7 LPFM	Bokeelia, FL		Variety
[Info]	WZRE (LPFM)	99.3 LPFM	Perry, FL		Americana
[BC]	[Info]	WZSP	105.3 FM	Nocatee, FL		Regional Mexican
[BC]	[Info]	WZTA	1370 AM	Vero Beach, FL		Talk
[BC]	[Info]	WZZR	94.3 FM	Riviera Beach, FL		Talk
[Info]	WZZS	106.9 FM	Zolfo Springs, FL		Regional Mexican
[Info]	WAAC	92.9 FM	Valdosta, GA		Country
[Info]	WAAK (LPFM)	94.7 LPFM	Boynton, GA		Nostalgia
[BC]	[Info]	WABE	90.1 FM	Atlanta, GA		Public Radio
[BC]	[Info]	WABR	91.1 FM	Tifton, GA		Public Radio
[BC]	[Info]	WACG	90.7 FM	Augusta, GA		Public Radio
[BC]	[Info]	WAEC	860 AM	Atlanta, GA		Religious
[BC]	[Info]	WAEF	90.3 FM	Cordele, GA		Religious
[BC]	[Info]	WAEG	92.3 FM	Evans, GA		Smooth Jazz
[BC]	[Info]	WAEV	97.3 FM	Savannah, GA		Top-40
[BC]	[Info]	WAFS	1190 AM	Atlanta, GA		Business News
[BC]	[Info]	WAFT	101.1 FM	Valdosta, GA		Religious
[Info]	WAJQ	104.3 FM	Alma, GA		Country
[BC]	[Info]	WAKB	100.9 FM	Hephzibah, GA		Urban Contemporary
[BC]	[Info]	WALG	1590 AM	Albany, GA		News/Talk
[BC]	[Info]	WALR	104.1 FM	Greenville, GA		Urban Contemporary
[BC]	[Info]	WAMJ	107.5 FM	Roswell, GA		Urban Contemporary
[BC]	[Info]	WAOK	1380 AM	Atlanta, GA		News/Talk
[Info]	WAOO (LPFM)	94.5 LPFM	Suwanee, GA		Spanish
[BC]	[Info]	WAOS	1600 AM	Austell, GA		Regional Mexican
[BC]	[Info]	WAQA (LPFM)	94.5 LPFM	Morganton, GA		Religious
[BC]	[Info]	WASU (LPFM)	92.7 LPFM	Albany, GA	Albany State University	Urban Contemporary
[BC]	[Info]	WASW	91.9 FM	Waycross, GA		Religious
[Info]	WATB	1420 AM	Decatur, GA		International
[Info]	WATB (CP)	1430 AM	Decatur, GA		International
[BC]	[Info]	WATG	95.7 FM	Trion, GA		Classic Rock
[Info]	WATY	91.3 FM	Folkston, GA		Religious
[BC]	[Info]	WAWH	88.3 FM	Dublin, GA		Religious
[Info]	WAWO	1400 AM	Alma, GA		Gospel Music
[BC]	[Info]	WAYR	90.7 FM	Brunswick, GA		Christian Contemporary
[BC]	[Info]	WAYS	1500 AM	Macon, GA		Sports
[BC]	[Info]	WAYT	88.1 FM	Thomasville, GA		Christian Contemporary
[BC]	[Info]	WAYX	1230 AM	Waycross, GA		Classic Hits
[Info]	WAZX	1550 AM	Smyrna, GA		Asian
[BC]	[Info]	WAZX	101.9 FM	Cleveland, GA		Regional Mexican
[BC]	[Info]	WBAF	1090 AM	Barnesville, GA		Country
[BC]	[Info]	WBBK	93.1 FM	Blakely, GA		Urban Contemporary
[BC]	[Info]	WBBQ	104.3 FM	Augusta, GA		Adult Contemporary
[Info]	WBBT	1340 AM	Lyons, GA		Oldies
[BC]	[Info]	WBCX	89.1 FM	Gainesville, GA	Brenau University	College
[BC]	[Info]	WBDX	102.7 FM	Trenton, GA		Christian Contemporary
[Info]	WBFC (LPFM)	107.5 LPFM	Boynton, GA		Gospel Music
[Info]	WBGA	1490 AM	Brunswick, GA		Classic Hits
[Info]	WBGE	101.9 FM	Bainbridge, GA		Hot AC
[Info]	WBGP	91.3 FM	Moultrie, GA		Religious
[Info]	WBHB	1240 AM	Fitzgerald, GA		Oldies
[Info]	WBHF	1450 AM	Cartersville, GA		Nostalgia
[Info]	WBHS (LPFM)	104.9 LPFM	Brunswick, GA	Brunswick High School	Grade School (K-12)
[Info]	WBIB	89.1 FM	Forsyth, GA		Christian Contemporary
[BC]	[Info]	WBJY	89.3 FM	Americus, GA		Religious
[BC]	[Info]	WBKG	88.9 FM	Macon, GA		Religious
[Info]	WBLJ	1230 AM	Dalton, GA		News/Talk
[Info]	WBLY (LPFM)	101.5 LPFM	Sycamore, GA		Gospel Music
[Info]	WBML	1350 AM	Warner Robins, GA		Gospel Music
[BC]	[Info]	WBMQ	630 AM	Savannah, GA		News/Talk
[BC]	[Info]	WBMZ	103.7 FM	Metter, GA		Classic Hits
[Info]	WBOJ	1270 AM	Columbus, GA		Christian Contemporary
[Info]	WBQO	93.7 FM	Saint Simons Island, GA		Talk
[BC]	[Info]	WBRQ	91.9 FM	La Grange, GA		Blues
[BC]	[Info]	WBTR	92.1 FM	Carrollton, GA		Country
[Info]	WBTY	98.7 FM	Homerville, GA		Oldies
[Info]	WBUE (LPFM)	96.1 LPFM	Columbus, GA		Christian Contemporary
[BC]	[Info]	WBYZ	94.5 FM	Baxley, GA		Country
[BC]	[Info]	WBZY	105.3 FM	Bowdon, GA		Regional Mexican
[BC]	[Info]	WCCV	91.7 FM	Cartersville, GA		Religious
[Info]	WCDG	88.7 FM	Dahlonega, GA		Religious
[Info]	WCEH	610 AM	Hawkinsville, GA		Nostalgia
[Info]	WCEH	98.3 FM	Pinehurst, GA		Nostalgia
[BC]	[Info]	WCFO	1160 AM	East Point, GA		News/Talk
[Info]	WCGA	1100 AM	Woodbine, GA		Talk
[Info]	WCGQ	107.3 FM	Columbus, GA		Top-40
[BC]	[Info]	WCHK	1290 AM	Canton, GA		Regional Mexican
[BC]	[Info]	WCHM	1490 AM	Clarkesville, GA		News/Talk
[BC]	[Info]	WCHS (LPFM)	102.7 LPFM	Sylvester, GA	Worth County High School	Country
[BC]	[Info]	WCHZ	93.1 FM	Warrenton, GA		Hip Hop
[BC]	[Info]	WCJM	100.9 FM	West Point, GA		Country
[Info]	WCLA	1470 AM	Claxton, GA		Oldies
[BC]	[Info]	WCLK	91.9 FM	Atlanta, GA	Clark Atlanta University	Jazz
[BC]	[Info]	WCNN	680 AM	North Atlanta, GA		Sports
[BC]	[Info]	WCOH	1400 AM	Newnan, GA		Sports
[Info]	WCON	1450 AM	Cornelia, GA		Nostalgia
[BC]	[Info]	WCON	99.3 FM	Cornelia, GA		Country
[BC]	[Info]	WCUG	88.5 FM	Lumpkin, GA	Columbus State University	College
[BC]	[Info]	WDAK	540 AM	Columbus, GA		News/Talk
[Info]	WDAL	1430 AM	Dalton, GA		Spanish
[Info]	WDBG	103.1 FM	Dexter, GA		Classic Hits
[Info]	WDBN	107.9 FM	Wrightsville, GA		Urban Contemporary
[BC]	[Info]	WDCY	1520 AM	Douglasville, GA		Religious
[Info]	WDDK	103.9 FM	Greensboro, GA		Oldies
[Info]	WDDQ	92.1 FM	Adel, GA		Talk
[BC]	[Info]	WDEC	94.7 FM	Americus, GA		Adult Contemporary
[BC]	[Info]	WDEN	99.1 FM	Macon, GA		Country
[Info]	WDGR	1210 AM	Dahlonega, GA		Ethnic
[BC]	[Info]	WDJY (LPFM)	99.1 LPFM	Dallas, GA		Talk
[Info]	WDMG	860 AM	Douglas, GA		News/Talk
[Info]	WDMG	97.9 FM	Ambrose, GA		Adult Contemporary
[BC]	[Info]	WDPC	1500 AM	Dallas, GA		Religious
[BC]	[Info]	WDRR	93.9 FM	Martinez, GA		Adult Hits
[Info]	WDRW (LPFM)	107.9 LPFM	Athens, GA		Religious
[BC]	[Info]	WDUN	550 AM	Gainesville, GA		News/Talk
[BC]	[Info]	WDUN	102.9 FM	Clarkesville, GA		News/Talk
	[Info]	WDVL (LPFM)	96.7 LPFM	Dawsonville, GA		Religious
[BC]	[Info]	WDWD	590 AM	Atlanta, GA		Religious
[Info]	WDXQ	1440 AM	Cochran, GA		Hot AC
[Info]	WDYN	980 AM	Rossville, GA	Chattanooga Temple University	Religious
[Info]	WEAM	100.7 FM	Buena Vista, GA		Gospel Music
[BC]	[Info]	WEAS	93.1 FM	Springfield, GA		Hip Hop
[BC]	[Info]	WEBS	1030 AM	Calhoun, GA		Classic Hits
[BC]	[Info]	WECC	89.3 FM	Folkston, GA		Christian Contemporary
[Info]	WEDB	98.1 FM	East Dublin, GA		Hot AC
[Info]	WEEZ	89.9 FM	Greensboro, GA		Easy Listening
[BC]	[Info]	WEGC	107.7 FM	Sasser, GA		Adult Contemporary
[BC]	[Info]	WEKL	102.3 FM	Augusta, GA		Classic Rock
[BC]	[Info]	WEKS	92.5 FM	Zebulon, GA		Country
[Info]	WEWZ (LPFM)	103.9 LPFM	Waycross, GA		Variety
[BC]	[Info]	WEYY	88.7 FM	Tallapoosa, GA		Religious
[BC]	[Info]	WEZO	1230 AM	Augusta, GA		Talk
[Info]	WFAL	105.9 FM	Milner, GA		Adult Contemporary
[BC]	[Info]	WFAM	1050 AM	Augusta, GA		Religious
[Info]	WFDG (LPFM)	92.3 LPFM	Murrayville, GA		Nostalgia
[Info]	WFDR	1370 AM	Manchester, GA		Country
[Info]	WFDR	94.5 FM	Woodbury, GA		Hip Hop
[BC]	[Info]	WFFM	105.7 FM	Ashburn, GA		Country
[Info]	WFNS	1350 AM	Blackshear, GA		Sports
[Info]	WFOM	1230 AM	Marietta, GA		Sports
[BC]	[Info]	WFRC	90.5 FM	Columbus, GA		Religious
[BC]	[Info]	WFRP	88.7 FM	Americus, GA		Religious
[BC]	[Info]	WFSH	104.7 FM	Athens, GA		Christian Contemporary
[BC]	[Info]	WFSL	90.7 FM	Thomasville, GA	Florida State University	Classical
[Info]	WFTD	1080 AM	Marietta, GA		Asian
[Info]	WFVS	96.9 FM	Reynolds, GA	Fort Valley State University	Variety
[BC]	[Info]	WFXA	103.1 FM	Augusta, GA		Hip Hop
[Info]	WFXE	104.9 FM	Columbus, GA		Urban Contemporary
[Info]	WFXM	107.1 FM	Gordon, GA		Hip Hop
[BC]	[Info]	WGAA	1340 AM	Cedartown, GA		Classic Hits
[BC]	[Info]	WGAC	580 AM	Augusta, GA		News/Talk
[BC]	[Info]	WGAC	95.1 FM	Harlem, GA		News/Talk
[BC]	[Info]	WGAU	1340 AM	Athens, GA		News/Talk
[BC]	[Info]	WGCN	90.5 FM	Nashville, GA		Spanish Christian
[BC]	[Info]	WGCO	98.3 FM	Midway, GA		Country
[BC]	[Info]	WGEX	97.3 FM	Bainbridge, GA		Top-40
[Info]	WGFS	1430 AM	Covington, GA		Gospel Music
[BC]	[Info]	WGGA	1240 AM	Gainesville, GA		Sports
[BC]	[Info]	WGIG	1440 AM	Brunswick, GA		News/Talk
[BC]	[Info]	WGJK	1360 AM	Rome, GA		Sports
[BC]	[Info]	WGKA	920 AM	Atlanta, GA		Talk
[BC]	[Info]	WGMG	102.1 FM	Crawford, GA		Adult Contemporary
[BC]	[Info]	WGMI	1440 AM	Bremen, GA		Christian Contemporary
[Info]	WGMK	106.3 FM	Donalsonville, GA		Classic Rock
[Info]	WGML	990 AM	Hinesville, GA		Gospel Music
[BC]	[Info]	WGMY	107.1 FM	Thomasville, GA		Top-40
[Info]	WGOV	96.7 FM	Valdosta, GA		Hip Hop
[BC]	[Info]	WGPB	97.7 FM	Rome, GA		Public Radio
[Info]	WGPC	1450 AM	Albany, GA		Sports
[BC]	[Info]	WGPH	91.5 FM	Vidalia, GA		Religious
[Info]	WGRA	790 AM	Cairo, GA		News/Talk
[Info]	WGRU (LPFM)	99.1 LPFM	Riverdale, GA		Variety
[BC]	[Info]	WGST	640 AM	Atlanta, GA		News/Talk
[BC]	[Info]	WGSW	106.9 FM	Americus, GA		Classic Hits
[BC]	[Info]	WGTJ	1330 AM	Murrayville, GA		Religious
[Info]	WGUN	950 AM	Valdosta, GA		Urban Contemporary
[BC]	[Info]	WGUR	95.3 FM	Milledgeville, GA	Georgia College	College
[Info]	WHCG	1360 AM	Metter, GA		Gospel Music
[BC]	[Info]	WHCJ	90.3 FM	Savannah, GA	Savannah State University	Variety
[BC]	[Info]	WHFX	107.7 FM	Darien, GA		Rock
[Info]	WHGH	840 AM	Thomasville, GA		Urban Contemporary
[BC]	[Info]	WHHR	92.1 FM	Vienna, GA		Religious
[Info]	WHIE	1320 AM	Griffin, GA		Country
[Info]	WHJD	920 AM	Hazlehurst, GA		Classic Hits
[Info]	WHKN	94.9 FM	Millen, GA		Country
[BC]	[Info]	WHKV	106.1 FM	Sylvester, GA		Christian Contemporary
[Info]	WHLB (LPFM)	104.5 LPFM	Cartersville, GA		Religious
[Info]	WHLJ	1400 AM	Moultrie, GA		Gospel Music
[BC]	[Info]	WHLJ	97.5 FM	Statenville, GA		Urban Contemporary
[Info]	WHNL (LPFM)	94.9 LPFM	Hinesville, GA		Gospel Music
[BC]	[Info]	WHTA	107.9 FM	Hampton, GA		Hip Hop
[Info]	WHTD	91.7 FM	Tallulah Falls, GA		Hip Hop
[BC]	[Info]	WIBB	97.9 FM	Fort Valley, GA		Hip Hop
[Info]	WIEH (LPFM)	99.1 LPFM	Marietta, GA		Spanish Christian
[Info]	WIFN	1340 AM	Atlanta, GA		Sports
[Info]	WIFO	105.5 FM	Jesup, GA		Country
[BC]	[Info]	WIGO	1570 AM	Morrow, GA		Variety
[BC]	[Info]	WIHB	1280 AM	Macon, GA		Country
[BC]	[Info]	WIHB	96.5 FM	Gray, GA		Country
[Info]	WIOL	1580 AM	Columbus, GA		Sports
[BC]	[Info]	WIOL	95.7 FM	Waverly Hall, GA		Sports
[Info]	WIPK	94.5 FM	Calhoun, GA		Top-40
[BC]	[Info]	WISK	990 AM	Lawrenceville, GA		Regional Mexican
[BC]	[Info]	WISK	98.7 FM	Americus, GA		Country
[BC]	[Info]	WIXV	95.5 FM	Savannah, GA		Rock
[BC]	[Info]	WJAD	103.5 FM	Leesburg, GA		Rock
[BC]	[Info]	WJAT	800 AM	Swainsboro, GA		News/Talk
[BC]	[Info]	WJBB	1300 AM	Winder, GA		Oldies
[Info]	WJCF (LPFM)	102.7 LPFM	Doerun, GA		Gospel Music
[BC]	[Info]	WJCL	96.5 FM	Savannah, GA		Country
[Info]	WJDS	88.7 FM	Sparta, GA		Spanish Christian
[BC]	[Info]	WJEM	1150 AM	Valdosta, GA		Sports
[Info]	WJFL	101.9 FM	Tennille, GA		Adult Contemporary
[Info]	WJGA	92.1 FM	Jackson, GA		Adult Contemporary
[Info]	WJGG (LPFM)	98.1 LPFM	Thomasville, GA		Religious
[BC]	[Info]	WJGS	91.5 FM	Norwood, GA		Religious
